Boundary,Protocol,Time_Bin_Start_Sec,Bytes,Packets,Bytes_per_Sec,Packets_per_Sec
Middleware <-> S7-1200 (OPC UA),OPC UA,569.0,1134,10,1134.0,10.0
Middleware <-> S7-1200 (OPC UA),OPC UA,570.0,1111,10,1111.0,10.0
Middleware <-> S7-1200 (OPC UA),OPC UA,571.0,676,6,676.0,6.0
Middleware <-> S7-1200 (OPC UA),OPC UA,572.0,736,7,736.0,7.0
Middleware <-> S7-1200 (OPC UA),OPC UA,573.0,488,4,488.0,4.0
Middleware <-> S7-1200 (OPC UA),OPC UA,574.0,341,3,341.0,3.0
Middleware <-> S7-1200 (OPC UA),OPC UA,575.0,1059,8,1059.0,8.0
Middleware <-> S7-1200 (OPC UA),OPC UA,576.0,954,7,954.0,7.0
Middleware <-> S7-1200 (OPC UA),OPC UA,577.0,676,6,676.0,6.0
Middleware <-> S7-1200 (OPC UA),OPC UA,578.0,1074,9,1074.0,9.0
Middleware <-> S7-1200 (OPC UA),OPC UA,579.0,1077,9,1077.0,9.0
Middleware <-> S7-1200 (OPC UA),OPC UA,580.0,1074,9,1074.0,9.0
Middleware <-> S7-1200 (OPC UA),OPC UA,581.0,1111,10,1111.0,10.0
Middleware <-> S7-1200 (OPC UA),OPC UA,582.0,676,6,676.0,6.0
Middleware <-> S7-1200 (OPC UA),OPC UA,583.0,676,6,676.0,6.0
Middleware <-> S7-1200 (OPC UA),OPC UA,584.0,676,6,676.0,6.0
Middleware <-> S7-1200 (OPC UA),OPC UA,585.0,676,6,676.0,6.0
Middleware <-> S7-1200 (OPC UA),OPC UA,586.0,874,6,874.0,6.0
Middleware <-> S7-1200 (OPC UA),OPC UA,587.0,796,7,796.0,7.0
Middleware <-> S7-1200 (OPC UA),OPC UA,588.0,616,5,616.0,5.0
Middleware <-> S7-1200 (OPC UA),OPC UA,589.0,1134,10,1134.0,10.0
Middleware <-> S7-1200 (OPC UA),OPC UA,590.0,1017,8,1017.0,8.0
Middleware <-> S7-1200 (OPC UA),OPC UA,591.0,954,7,954.0,7.0
Middleware <-> S7-1200 (OPC UA),OPC UA,592.0,1111,10,1111.0,10.0
Middleware <-> S7-1200 (OPC UA),OPC UA,593.0,676,6,676.0,6.0
Middleware <-> S7-1200 (OPC UA),OPC UA,594.0,676,6,676.0,6.0
Middleware <-> S7-1200 (OPC UA),OPC UA,595.0,676,6,676.0,6.0
Middleware <-> S7-1200 (OPC UA),OPC UA,596.0,676,6,676.0,6.0
Middleware <-> S7-1200 (OPC UA),OPC UA,597.0,1152,8,1152.0,8.0
Middleware <-> S7-1200 (OPC UA),OPC UA,598.0,796,7,796.0,7.0
Middleware <-> S7-1200 (OPC UA),OPC UA,599.0,338,3,338.0,3.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,0.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,1.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,2.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,3.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,4.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,5.0,705,11,705.0,11.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,6.0,837,13,837.0,13.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,7.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,8.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,9.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,10.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,11.0,968,15,968.0,15.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,12.0,574,9,574.0,9.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,13.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,14.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,15.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,16.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,17.0,968,15,968.0,15.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,18.0,574,9,574.0,9.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,19.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,20.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,21.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,22.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,23.0,968,15,968.0,15.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,24.0,574,9,574.0,9.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,25.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,26.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,27.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,28.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,29.0,968,15,968.0,15.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,30.0,574,9,574.0,9.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,31.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,32.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,33.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,34.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,35.0,968,15,968.0,15.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,36.0,574,9,574.0,9.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,37.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,38.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,39.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,40.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,41.0,968,15,968.0,15.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,42.0,574,9,574.0,9.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,43.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,44.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,45.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,46.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,47.0,968,15,968.0,15.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,48.0,574,9,574.0,9.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,49.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,50.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,51.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,52.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,53.0,968,15,968.0,15.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,54.0,574,9,574.0,9.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,55.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,56.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,57.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,58.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,59.0,968,15,968.0,15.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,60.0,574,9,574.0,9.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,61.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,62.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,63.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,64.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,65.0,968,15,968.0,15.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,66.0,574,9,574.0,9.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,67.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,68.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,69.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,70.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,71.0,968,15,968.0,15.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,72.0,574,9,574.0,9.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,73.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,74.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,75.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,76.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,77.0,968,15,968.0,15.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,78.0,574,9,574.0,9.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,79.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,80.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,81.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,82.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,83.0,968,15,968.0,15.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,84.0,574,9,574.0,9.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,85.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,86.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,87.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,88.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,89.0,968,15,968.0,15.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,90.0,574,9,574.0,9.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,91.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,92.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,93.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,94.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,95.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,96.0,514,8,514.0,8.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,97.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,98.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,99.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,100.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,101.0,968,15,968.0,15.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,102.0,574,9,574.0,9.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,103.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,104.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,105.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,106.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,107.0,968,15,968.0,15.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,108.0,574,9,574.0,9.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,109.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,110.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,111.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,112.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,113.0,968,15,968.0,15.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,114.0,574,9,574.0,9.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,115.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,116.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,117.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,118.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,119.0,968,15,968.0,15.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,120.0,574,9,574.0,9.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,121.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,122.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,123.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,124.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,125.0,968,15,968.0,15.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,126.0,574,9,574.0,9.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,127.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,128.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,129.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,130.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,131.0,968,15,968.0,15.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,132.0,574,9,574.0,9.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,133.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,134.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,135.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,136.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,137.0,968,15,968.0,15.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,138.0,574,9,574.0,9.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,139.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,140.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,141.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,142.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,143.0,968,15,968.0,15.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,144.0,574,9,574.0,9.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,145.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,146.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,147.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,148.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,149.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,150.0,514,8,514.0,8.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,151.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,152.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,153.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,154.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,155.0,968,15,968.0,15.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,156.0,574,9,574.0,9.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,157.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,158.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,159.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,160.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,161.0,968,15,968.0,15.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,162.0,574,9,574.0,9.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,163.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,164.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,165.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,166.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,167.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,168.0,514,8,514.0,8.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,169.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,170.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,171.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,172.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,173.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,174.0,514,8,514.0,8.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,175.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,176.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,177.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,178.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,179.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,180.0,514,8,514.0,8.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,181.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,182.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,183.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,184.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,185.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,186.0,514,8,514.0,8.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,187.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,188.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,189.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,190.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,191.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,192.0,514,8,514.0,8.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,193.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,194.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,195.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,196.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,197.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,198.0,514,8,514.0,8.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,199.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,200.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,201.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,202.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,203.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,204.0,514,8,514.0,8.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,205.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,206.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,207.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,208.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,209.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,210.0,514,8,514.0,8.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,211.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,212.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,213.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,214.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,215.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,216.0,968,15,968.0,15.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,217.0,574,9,574.0,9.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,218.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,219.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,220.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,221.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,222.0,968,15,968.0,15.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,223.0,574,9,574.0,9.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,224.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,225.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,226.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,227.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,228.0,968,15,968.0,15.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,229.0,574,9,574.0,9.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,230.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,231.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,232.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,233.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,234.0,968,15,968.0,15.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,235.0,574,9,574.0,9.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,236.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,237.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,238.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,239.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,240.0,968,15,968.0,15.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,241.0,574,9,574.0,9.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,242.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,243.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,244.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,245.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,246.0,968,15,968.0,15.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,247.0,574,9,574.0,9.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,248.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,249.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,250.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,251.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,252.0,968,15,968.0,15.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,253.0,574,9,574.0,9.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,254.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,255.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,256.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,257.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,258.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,259.0,514,8,514.0,8.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,260.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,261.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,262.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,263.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,264.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,265.0,514,8,514.0,8.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,266.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,267.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,268.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,269.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,270.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,271.0,514,8,514.0,8.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,272.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,273.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,274.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,275.0,1028,16,1028.0,16.0
Middleware <-> TM221 (Modbus TCP),Modbus TCP,276.0,1028,16,1028.0,16.0
